x,Series 1,Series 2,Series 3,Series 4,Series 5,Series 6,Series 7,Series 8,Series 9,Series 10
196,41.4057294202,58.790064797,35.1545608343,60.4266486252,34.3186720932,56.4191895968,37.1730910004,58.4804896571,73.5004333131,59.91269673
197,42.7427764929,60.1874198213,35.6863577777,61.7804893525,34.7068431647,57.3208661454,39.4324196706,59.5642386033,75.4547198065,60.4163036299
198,43.364707399,61.2028391117,36.0146683611,62.5899125668,35.1609250837,58.0045943371,41.1508470456,60.2299549787,77.0037499516,60.5519121073
199,67.1172259707,76.0044330857,36.1145802314,76.7335351197,35.6727953919,74.2301900721,65.9886686338,60.2085289377,77.8807286578,75.604253128
200,90.0,90.0,36.0484282948,90.0,36.2471227029,90.0,90.0,59.3952705598,77.9579822112,90.0
201,64.2529288131,74.3284674451,35.9906232481,74.2676364936,36.9050067423,73.5041046151,65.6007863417,57.896699918,77.2865489681,72.8220440074
202,38.2416922265,57.9450506746,36.1229348588,57.9525173131,37.6686245988,56.6241159555,40.857478053,55.8332215994,75.929215844,55.0958763563
203,36.2940957314,55.3912861986,36.5997266244,55.3633595247,38.548628189,55.3402432441,39.9176329771,53.3528085104,73.9740233788,52.3957205914
204,34.6479294745,52.4306660057,37.4844116349,52.6250988685,39.5174220101,53.8558549403,39.0769127891,50.6949217412,71.592818751,49.435575852
205,33.5605997344,49.3034704538,38.8215608207,50.0096102092,40.5394868569,52.3089515703,38.5318126914,48.1179759527,68.9748113278,46.4348575007
206,33.2895127896,46.2499799012,40.655745112,47.788768411,41.5793035239,50.8375336609,38.4788278863,45.8803858057,66.3092104759,43.6129809005
207,34.051466371,43.4879495599,43.0146664687,46.2004864494,42.601650305,49.5647629503,39.0853566537,44.2099151262,63.7692986902,41.1673790077
208,35.7280192229,41.0491810062,45.7867670909,45.2023090079,43.5737614616,48.4913013462,40.2785911272,43.0812934551,61.3968760874,39.1140116663
209,38.0355420088,38.8738476782,48.7918693182,44.6136300719,44.4640814264,47.5574493045,41.8673625283,42.3445683917,59.1689552074,37.3794183473
210,40.689246914,36.9014804179,51.8493142533,44.2528747636,45.2410631193,46.7030839607,43.6596720025,41.8489131295,57.0620942287,35.8895114089
211,43.4043461233,35.0716100671,54.7784429988,43.9384682052,45.8731594599,45.8680824504,45.4635206959,41.4435008622,55.05285133,34.570203209
212,45.8960518218,33.3237674678,57.3985966575,43.4888355189,46.3288233681,44.9923219091,47.0869097541,40.9775047834,53.11778469,33.3474061058
213,47.8795761946,31.5974834618,59.5291163318,42.7224018271,46.5765077637,44.0156794724,48.337840323,40.3000980868,51.2334524875,32.1470324574
214,49.0702985005,29.8323665635,60.9894466634,41.4577475982,46.5847015739,42.8780954324,49.024425624,39.2605797381,49.3764691425,30.8950659945
215,49.2980846128,28.0212498853,61.6699817816,39.6199036961,46.3465677486,41.5627878399,49.0315781836,37.794433378,47.5619882414,29.5663982546
216,48.7066734707,26.3028855019,61.6556288041,37.4257421931,45.9229147975,40.1716237495,48.4547611991,36.0734239673,45.9108211931,28.2700049509
217,47.493122242,24.8407721825,61.0643599169,35.1416827316,45.3860514904,38.8266039385,47.4252094818,34.3094231349,44.5617057872,27.1376038057
218,45.8645845768,23.7546207752,60.0474314595,33.0102202266,44.8213563208,37.6281263176,46.0868211727,32.6852250822,43.6307604048,26.2635252428
219,44.0578511465,23.0356079053,58.8538014367,31.2036214072,44.3525723983,36.613176157,44.6206661072,31.2982706891,43.1677068506,25.6323537277
220,42.3151227672,22.6514466809,57.7502629842,29.8813330692,44.1104461721,35.8071629496,43.2145996959,30.2304198557,43.2101464432,25.2086399471
221,40.878600255,22.5698502107,57.0036092376,29.2028020082,44.2257240914,35.2354961885,42.0564773499,29.5635324823,43.7956805016,24.9569345881
222,39.9838964276,22.7558012983,56.8729728646,29.319500241,44.8239604162,34.9212107161,41.3290948235,29.3743970152,44.9568932808,24.8402953276
223,39.7072537795,23.1082339253,57.4321720901,30.1899818372,45.9051051099,34.8298961879,41.0928496791,29.6171183158,46.6050012027,24.785662427
224,39.9610595319,23.4581745255,58.5644956342,31.5744538823,47.3399691229,34.8680804679,41.2822967954,30.1196651369,48.5264373599,24.6828423266
225,40.6469230908,23.6430492535,60.1365572462,33.2281137542,48.9904133162,34.9440721188,41.8229156222,30.7099636769,50.5025609711,24.428449947
226,41.6217533919,23.6292815156,61.9067531376,34.9611571192,50.6768810879,35.026983193,42.595022227,31.2935890244,52.32323599,24.0345616498
227,42.7102444764,23.4762609168,63.5554889195,36.6234160063,52.1899669507,35.1297458177,43.4463841702,31.832076547,53.7844555933,23.5964649592
228,43.7363791818,23.245429464,64.7614484152,38.0655974906,53.3196064479,35.26625953,44.2240504433,32.2881970395,54.6823482716,23.2112844401
229,44.5241403457,22.998229164,65.2033154482,39.1384086474,53.8557351228,35.4504238669,44.775070038,32.6247212967,54.8130425157,22.9761446578
230,44.9179930595,22.8099213807,64.6065016251,39.7224116386,53.6239432933,35.7008466904,44.9640700515,32.8209035345,54.0100289184,22.9914333669
231,44.89121755,22.8426789258,62.9902946906,39.8859305309,52.674058054,36.0657470335,44.7662282102,32.9596640073,52.3417724198,23.3780608777
232,44.4670960846,23.2922796543,60.4880403277,39.7700741278,51.1429008484,36.6047824171,44.1996357532,33.1640709059,49.9679009674,24.2648028148
233,43.6916801872,24.3067077355,57.2774938181,39.5017018553,49.1841202787,37.3560732577,43.302495644,33.5312566655,47.0670883828,25.7355210186
234,42.6699741085,25.9094107763,53.6512984634,39.1701845385,46.9946466796,38.3016416693,42.1650900188,34.0906473514,43.8670388027,27.7571805371
235,41.5164468624,28.1038422435,49.9205426476,38.8588742693,44.7783591968,39.4145032759,40.8860622392,34.8607988826,40.6033280999,30.2779788309
236,40.3455674628,30.8934556036,46.3963147548,38.6511231397,42.7391369761,40.6676737014,39.5640556665,35.8602671782,37.5115321475,33.2461133605
237,39.2715075666,34.2813677772,43.3889474499,38.6300409366,41.0803795648,42.0341155054,38.2975008974,37.1074531256,34.8266991395,36.6096343899
238,38.3545598018,38.2097158547,41.0718423937,38.8348334636,39.9185866361,43.4771763369,37.1462769861,38.5926669691,32.6882655574,40.2899212079
239,37.5390201633,42.4893529154,39.3236012858,39.2101852539,39.1831703617,44.93950382,36.0872650329,40.2457423615,31.0298245875,44.1509329275
240,36.7541226152,46.9140849601,37.9845463883,39.6885073615,38.7792498149,46.3610577043,35.0865689491,41.988660139,29.7582408996,48.0491727171
241,35.9291011221,51.2777179894,36.8949999632,40.2022108404,38.6119440693,47.6817977393,34.1102926456,43.7434011379,28.7803791633,51.8411437453
242,34.9931896483,55.3740580038,35.8952842723,40.6837067449,38.5863721984,48.8416836747,33.1245400337,45.4319461947,28.0031040485,55.3833491806
243,33.8756221583,58.9969110041,34.8257215779,41.065406129,38.6076532756,49.7806752599,32.0954150244,46.9762761457,27.3332802249,58.5322921915
244,32.5056326165,61.940082991,33.5266341417,41.2797200467,38.5809063744,50.4387322447,30.9890215287,48.2983718272,26.6777723623,61.1444759466
245,30.8214849405,64.0066008753,31.8517432125,41.263323838,38.4165845329,50.7596274238,29.7772292165,49.3233508667,25.9507313135,63.081337482
246,28.9112275064,65.1524435298,29.8770258921,41.0236267331,38.1136179913,50.7503825288,28.5275473476,50.0283624531,25.187167579,64.2861544206
247,26.986090754,65.459701051,27.8612102206,40.6262974874,37.7436879791,50.4701753714,27.3861051867,50.4335017889,24.5214646122,64.7697706721
248,25.2314432805,65.0651217979,26.016829867,40.1468683015,37.360132976,50.0023783409,26.474126768,50.5887590699,24.061768222,64.5941485033
249,23.7644076958,64.2231040561,24.4370820969,39.6796597307,36.9688929445,49.4826940674,25.8498666962,50.6102630941,23.8487476243,63.9347463005
250,22.6924959158,63.2046140804,23.1983587097,39.3216381871,36.5692329838,49.0541945509,25.56271195,50.6234565822,23.9135696906,62.9830054628
251,22.1232198564,62.2806181255,22.3770515046,39.169770083,36.1604181931,48.8599517912,25.662049508,50.7537822547,24.2874012925,61.930367389
252,22.1640914336,61.7220824463,22.0495522811,39.3210218307,35.7417136716,49.0430377885,26.1972663489,51.1266828323,25.0014093018,60.9682734779
253,22.8707830059,61.7529570899,22.2446694948,39.8438070214,35.308201704,49.7121082128,27.1757957166,51.8403040346,26.0517280771,60.2653180389
254,24.04773215,62.3693331616,22.760604096,40.668161102,34.8346930186,50.8090237328,28.401746639,52.8604996316,27.2647107104,59.8793694442
255,25.433340685,63.4868011299,23.3406836703,41.6853156038,34.2967597724,52.2200171275,29.6284665902,54.1049237975,28.4240733489,59.8230188218
256,26.8659609505,64.9049281559,23.8775486442,42.8171658268,33.7391082127,53.7794780514,30.7170804284,55.4092080231,29.4010254993,59.9907155316
257,28.241607524,66.3563662433,24.3499737324,44.0032995516,33.2463227935,55.2918986628,31.5908880785,56.5616770398,30.1172503814,60.2087674024
258,29.456990931,67.5729597711,24.7377732377,45.1835180963,32.9034692747,56.5614102753,32.1739398805,57.350084615,30.4950404019,60.3026598363
259,30.4088216971,68.2865531178,25.0207614634,46.297622779,32.7956134161,57.3921442025,32.3902861745,57.5621845162,30.4566879673,60.0978782354
260,30.9955130793,68.2306227919,25.1801350693,47.2862686831,33.0075958653,57.5896344722,32.1659144119,56.9872382255,29.9262641206,59.4209113873
261,31.2495157123,67.2671249478,25.3059085066,48.1573184586,33.6065366726,57.0698353971,31.5792995542,55.5331930558,28.9678524192,58.1772336157
262,31.4314451943,65.4773325635,25.6731499596,49.0329810195,34.6291057976,55.9370754436,30.9684754702,53.3105887721,27.8839580507,56.4072818634
263,31.7721968719,63.0060921033,26.5055609513,50.0118853282,36.073031954,54.3330280962,30.6357448904,50.4877651385,26.9588915227,54.2105724432
264,32.3956605662,60.0850516596,27.8839416121,51.1211562713,37.8620061764,52.4383968978,30.7577265288,47.311339179,26.3916210672,51.7811170401
265,33.4125548236,56.9565437086,29.871502387,52.3791173219,39.9106062256,50.4386895884,31.4955686948,44.0375630396,26.3706101637,49.3245587434
266,34.9335981901,53.8629007268,32.5314537211,53.8040919532,42.1334098625,48.5194139079,33.0104196978,40.9226888664,27.0843222915,47.0465406424
267,37.0695092122,51.0464551903,35.9270060592,55.4144036383,44.4449948481,46.8660775962,35.4634278472,38.2229688056,28.7212209301,45.1527058264
268,39.9135603966,48.7327571221,40.1054070174,57.2238382285,46.7620996255,45.6502786919,38.9933579142,36.1743775002,31.4447294645,43.8311026836
269,43.3509039109,46.9471523708,44.9234776429,59.1920505817,49.0272382277,44.8776811972,43.471953056,34.7709916628,35.1195586106,43.0598858188
270,47.1298554988,45.5833551378,50.1128359846,61.2431051304,51.1998718031,44.4448496373,48.5953931824,33.8478432545,39.4140193797,42.6792073975
271,50.9963322277,44.5327721847,55.4029053428,63.3004424237,53.2397585751,44.2464360763,54.0567806638,33.2371762582,43.9929799906,42.5268004684
272,54.6962511647,43.6868102733,60.523109018,65.287503011,55.1066567672,44.1770925781,59.5492178708,32.771234657,48.5213086621,42.4403980804
273,57.9755293771,42.9368761654,65.2028703105,67.1277274415,56.7603246025,44.1314712067,64.7658071737,32.2822624341,52.6638736131,42.2577332826
274,60.5800839321,42.1743766226,69.1716125208,68.7445562644,58.1605203046,44.0042240261,69.3996509431,31.6025035724,56.0855430623,41.8165391237
275,62.2558325533,41.290718823,72.1587595504,70.0614301066,59.2670021204,43.690003454,73.1438521148,30.5642027439,58.4511860445,40.9545493331
276,62.8212830092,40.2233249011,73.9602042474,71.0103557131,60.0421458252,43.1225678397,75.754032586,29.0757811009,59.5159129046,39.5847331104
277,62.3679572426,39.0818735755,74.6220462619,71.5559407109,60.4585752506,42.3822411839,77.2211325193,27.331100112,59.3739506017,37.9019221779
278,61.1107910066,37.9740716446,74.3246783433,71.7154288688,60.5334300654,41.5648471772,77.660444166,25.5480022322,58.2446748441,36.119494203
279,59.3739171321,36.929707223,73.3875328065,71.5887959893,60.3612901132,40.7314995638,77.3144401196,23.8653209614,56.4313394774,34.3633664829
280,57.4931646195,35.9702225041,72.1449345842,71.2848793566,60.0450299046,39.9395942834,76.4392153424,22.4134270993,54.246182589,32.7500883777
281,55.8043624697,35.1170596815,70.9312086092,70.912516255,59.6875239504,39.2465272753,75.2908647968,21.3226914458,52.0014422663,31.3962092477
282,54.6433396833,34.3916609489,70.0806798144,70.5805439688,59.3916467614,38.7096944791,74.125483445,20.7234848006,50.0093565967,30.4182784529
283,54.341601925,33.8144464315,69.9237685173,70.3970670938,59.2596630614,38.3852060759,73.1973173771,20.7422611575,48.5789197215,29.9297514141
284,55.0443651927,33.3617960118,70.6226477622,70.4386191678,59.3675622596,38.2737697807,72.6809460034,21.3367019468,47.8793463134,29.9107677626
285,56.6260931544,32.9616421243,72.0900891432,70.7249352867,59.7420463843,38.3056576015,72.6241043146,22.2487026335,47.8771286434,30.1735275886
286,58.809151993,32.6240889708,74.0645124505,71.1671247779,60.3041053576,38.4424763966,72.9255397467,23.3063702294,48.4279167333,30.6174068357
287,61.2544236357,32.3989002195,76.2118400933,71.6278676341,60.9274006935,38.6626755691,73.4191948056,24.3848783411,49.3427324316,31.1877117134
288,63.622468291,32.336047058,78.197615136,71.9695904398,61.4853462588,38.9447926511,73.9386729028,25.3596468528,50.4323640685,31.8299887631
289,65.5738461679,32.4855006741,79.6873806426,72.0547197798,61.8513559201,39.2673651748,74.31757745,26.1060956485,51.5075999741,32.4897845261
290,66.769117475,32.8972322554,80.3466796776,71.7456822386,61.8988435442,39.6089306724,74.389511859,26.4996446124,52.3792284784,33.1126455436
291,66.8956476745,33.6189486184,79.8708161158,70.9161611575,61.508435678,39.9533416865,73.9959834789,26.4445738054,52.867270877,33.6586037201
292,65.8791798264,34.6777822887,78.2197265468,69.5402896294,60.6254002603,40.331337154,73.0493549717,26.1001453752,52.8741559538,34.2154156822
293,63.8316261842,36.0544850739,75.5580472719,67.6944956109,59.2801035484,40.7839581846,71.5565568591,25.7090277576,52.387411731,34.8948511473
294,60.9677404705,37.6708801762,72.1613230921,65.5379167806,57.5879552623,41.329021478,69.6198668797,25.4327983975,51.4643652659,35.7387237772
295,57.5117091032,39.4433369007,68.3152682304,63.2373154971,55.6722212354,41.9821711031,67.3503714043,25.4254102348,50.1687791074,36.782308578
296,53.6877184997,41.2882245526,64.3055969103,60.9594541195,53.6561673013,42.7590511285,64.8591568036,25.8408162089,48.5644158043,38.0608805558
297,49.7199550777,43.121912437,60.4180233547,58.8710950063,51.6630592935,43.6753056233,62.2573094485,26.8329692598,46.7150379056,39.6097147166
298,45.832563461,44.860787126,56.9381808481,57.1389386365,49.8161253914,44.7465566085,59.6558931905,28.5557430143,44.684410874,41.4640522031
299,42.2028430431,46.4405889189,54.0609811729,55.8603262673,69.8154971063,67.3409071279,74.7787152901,58.9772202494,67.3610360785,43.621177693
300,38.8714717717,47.8535021593,51.7167520198,54.9303169391,90.0,90.0,90.0,90.0,90.0,45.9676779977
301,35.8543562081,49.101945288,49.7878482682,54.2072930855,67.0670333819,69.875216565,70.0426398448,65.5765645087,63.036646193,48.3700688509
302,33.1674029136,50.1883367462,48.1566247975,53.5496371402,44.1904305459,49.6267127282,50.1814651899,41.2718274561,36.1921979816,50.694865986
303,30.8265184496,51.1150949748,46.7054364874,52.8157315369,42.9249162897,50.5374507536,48.0533219407,44.7475946632,34.3664087476,52.8085851366
304,28.8476093772,51.884638415,45.3166382173,51.8639587093,41.5869984187,51.1360056228,46.0190870819,47.8594562319,32.8160919879,54.5777420365
305,27.2465822579,52.4993855078,43.8725848666,50.5527010911,40.1122932345,51.3281459586,44.0776220586,50.3661101239,31.6195311416,55.8688524192
306,26.0402776995,52.9613083557,42.2616620496,48.7481905982,38.4416112527,51.0236471434,42.2305764916,52.0320356901,30.8535758404,56.552149994
307,25.2693462972,53.2611087412,40.5329693529,46.526536292,36.6541557408,50.2401553811,40.5534078153,52.7779487745,30.5557359968,56.5985318703
308,24.9357478997,53.4135504163,38.8482090355,44.1464826927,34.9246270553,49.1269088618,39.1479587629,52.7449932176,30.6781080758,56.1304431259
309,24.9461088732,53.4871251576,37.2849726813,41.8101941763,33.3531021251,47.8605216624,38.0395387222,52.1586142167,31.1067970142,55.3389009717
310,25.1993500348,53.554658071,35.9134446426,39.7144089088,32.0331044185,46.6193207238,37.2470327626,51.2502982511,31.7228170803,54.4199518362
311,25.5943922015,53.6889742626,34.8038092718,38.055865056,31.0581574039,45.5816329866,36.789325954,50.2515318004,32.407182542,53.5696421477
312,26.0301561901,53.9628988383,34.0262509211,37.0313007839,30.5217845496,44.9257853915,36.6853033659,49.393801344,33.0409076675,52.9840183346
313,26.4055628177,54.4492569041,33.650953943,36.8374542582,30.517509324,44.8301048792,36.953850068,48.9085933614,33.5050067249,52.8591268254
314,26.6192428761,55.2104007209,33.7203323352,37.6225919448,31.100056191,45.4383636329,37.590427946,48.9999198057,33.6898109484,53.3614978885
315,26.5902014873,56.2253940788,34.1046463655,39.2160331478,32.0822083998,46.6566753478,38.4465127202,49.6725493076,33.5623478712,54.4466182797
316,26.367005061,57.3690543524,34.6821126845,41.3531739381,33.279580182,48.2641318939,39.3874073464,50.7702190696,33.1975707362,55.9145286738
317,26.0454039358,58.4888769451,35.3614335255,43.7835985372,34.547379442,50.0281985891,40.3067039618,52.1056914704,32.70023553,57.5383461077
318,25.7212135349,59.4323196996,36.0513535015,46.2569113137,35.7408691581,51.716325126,41.0980340021,53.491686492,32.1751392356,59.0911508338
319,57.766085982,60.0468404586,63.1116325702,48.5227166361,36.7153123086,53.095961197,65.7193688529,71.9078619535,60.9966531789,74.8080015186
320,90.0,60.1798970647,90.0,50.3306188729,37.3259718719,53.9345564947,90.0,90.0,90.0,90.0
321,57.9671216085,59.6792388811,63.7234617124,51.4306748546,37.4286983519,54.0000661014,65.7052974088,73.2472329092,60.7507543761,75.5166940625
322,26.3190074668,58.4626509429,37.1617247951,51.6803055198,37.0171477445,53.1805979034,40.9565203272,55.8655022929,31.8743661878,60.1568539145
323,27.3789755157,56.6445643833,36.8802510794,51.1888796859,36.3480641612,51.6548253176,40.0133386992,55.0930983314,32.6477383805,58.5179805233
324,28.8345926798,54.4123567112,36.5364756091,50.1090325086,35.650228426,49.6617604914,39.0070300099,53.8999733774,33.7517060769,56.3462545441
325,30.6434276103,51.9568706321,36.236948153,48.5940248349,35.1475169924,47.4419304999,38.1310914269,52.4259976393,35.1331881225,53.8525998576
326,32.7630489583,49.4689488518,36.0882184798,46.7971175118,35.063806314,45.2358624181,37.5790201178,50.8110413256,36.7391033627,51.2479403443
327,35.1510253752,47.1394340759,36.1968363581,44.8715713865,35.6229728443,43.284083321,37.5443132499,49.1949746447,38.516370643,48.743199885
328,37.7649255119,45.1591690101,36.6693515567,42.970647306,37.0488930368,41.8271202836,38.2204679909,47.7176678051,40.4119088089,46.54930236
329,40.5608506665,43.7099233077,37.6044863365,41.2423837487,39.549271607,41.0926588323,39.7874047546,46.5124907921,42.3719231008,44.868227196
330,43.4682940021,42.8089411489,38.9590234693,39.7401197869,43.03856434,41.075523292,42.1788509723,45.5949423096,44.329678658,43.7397602686
331,46.3935906139,42.33027396,40.5662104115,38.4347740112,47.1760013661,41.5678700605,45.1142629939,44.8779332196,46.2071783598,43.0625242611
332,49.2423024316,42.1431924703,42.255170214,37.2945132854,51.6122917376,42.3550891733,48.3059434194,44.2709493403,47.9260490783,42.7304289191
333,51.9199913849,42.1169674089,43.8550259276,36.2875044729,55.9981445066,43.2225706662,51.4661948483,43.6834764901,49.4079176858,42.6373839883
334,54.3322194036,42.1208695051,45.1949006033,35.3819144376,59.9842687253,43.9557045748,54.3073198806,43.025000487,50.5744110545,42.6772992144
335,56.3845484171,42.024169488,46.103917292,34.5459100429,63.2213734459,44.3398809347,56.5416211159,42.2050071495,51.3471560568,42.744084343
336,57.9825403553,41.6961380867,46.4111990446,33.7476581526,65.3601677206,44.1604897816,57.881401154,41.1329822956,51.6477795648,42.7316491198
337,59.044412746,41.0427853108,45.9895711176,32.9671895982,66.1261274696,43.2602110549,58.1066982656,39.7512418761,51.4187995311,42.5598517864
338,59.5923049187,40.1369626267,44.9464688521,32.2368271929,65.6634960016,41.7676293609,57.3588393067,38.1537912333,50.733381959,42.2655083069
339,59.721233147,39.0816704133,43.4738228319,31.5964971404,64.2844694976,39.8929693678,55.9069622293,36.4650749902,49.7299690674,41.9055441035
340,59.5293339993,37.9780757051,41.7643025992,31.0854055911,62.3039130155,37.8456758024,54.0211611335,34.808109525,48.5488503354,41.5355186246
341,59.1147440439,36.9273455365,40.0105776962,30.7427586957,60.0366916132,35.8351933917,51.9715301193,33.3059112159,47.3303152422,41.2109913189
342,58.5755998493,36.0306469416,38.4053176652,30.6077626047,57.7976703485,34.0709668628,50.0281632869,32.0814964412,46.214653267,40.9875216349
343,58.0100379838,35.3891469548,37.1411920484,30.7196234688,55.9017142793,32.7624409427,48.4611547365,31.2578815789,45.3421538889,40.9206690214
344,57.5157638733,35.1033388826,36.4097890229,31.1171338258,54.662058568,32.1178368015,47.539118819,30.9572365565,44.8523322679,41.0656122252
345,57.1498193762,35.2101727947,36.3007068651,31.8000759815,54.2382133474,32.2299747569,47.3911060468,31.2218975323,44.8116729716,41.4416237872
346,56.8958079217,35.6318396355,36.7193500269,32.6977797375,54.5120612515,32.9832611159,47.8941145525,31.9500208287,45.154767272,42.0031296176
347,56.7296198682,36.2784774598,37.5517775023,33.7321754295,55.3363263301,34.2402129363,48.8986699812,33.0246198882,45.8023539886,42.6977449325
348,56.627145574,37.0602243226,38.6840482854,34.825193393,56.5637326332,35.8633472762,50.2552979781,34.3287081532,46.6751719409,43.4730849482
349,56.5642753974,37.8872182786,40.00222137,35.8987639635,58.0470042104,37.7151811932,51.8145241883,35.7452990662,47.6939599483,44.2767648807
350,56.5168996968,38.6695973826,41.3923557501,36.8748174768,59.6388651117,39.6582317452,53.4268742567,37.1574060695,48.7794568303,45.0563999463
351,56.4609088305,39.3174996896,42.7405104197,37.6752842684,61.1920393868,41.5550159902,54.9428738286,38.4480426057,49.8524014065,45.7596053612
352,56.3721931569,39.7410632542,43.9327443728,38.2220946738,62.5592510856,43.2680509859,56.213048549,39.5002221171,50.8335324962,46.3339963414
353,56.2266430343,39.8504261315,44.8551166032,38.4371790287,63.5932242579,44.6598537902,57.0879240629,40.1969580462,51.6435889189,46.7271881032
354,56.000148821,39.5557263761,45.393686105,38.2424676687,64.1466829534,45.592941461,57.4180260156,40.4212638354,52.2033094941,46.8867958628
355,55.6686008753,38.767102043,45.4345118721,37.5598909293,64.0723512221,45.9298310561,57.053880052,40.0561529271,52.4334330414,46.7604348363
356,55.2078895557,37.3946911869,44.8636528985,36.3113791461,63.2229531138,45.5330396334,55.8460118172,38.9846387639,52.2546983801,46.2957202399
357,54.5939052203,35.3486318627,43.5671681781,34.4188626547,61.4512126782,44.2650842507,53.6449469564,37.089734788,51.5878443297,45.4402672897
358,53.8025382277,32.5390621252,41.4311167049,31.8042717907,58.6098539652,41.9884819658,50.3012111146,34.2544544421,50.3536097098,44.1416912019
359,52.809678936,28.8761200292,38.3415574729,28.3895368897,54.5516010246,38.5657498367,45.6653299369,30.3618111684,48.4727333397,42.3476071928
